date,subways_total_estimated_ridership,subways_of_comparable_pre_pandemic_day,buses_total_estimated_ridersip,buses_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_of_comparable_pre_pandemic_day
2021-12-17T00:00:00.000,3112088,0.58,1375383,0.69,146111,0.46,121037,0.43,22539,0.77,968689,1.09,6404,0.41
2021-12-18T00:00:00.000,1880969,0.57,786073,0.62,74306,0.58,66097,0.42,12312,0.71,832994,0.94,1987,0.40
2021-12-19T00:00:00.000,1579809,0.62,636393,0.65,65698,0.62,56292,0.52,12238,0.69,784051,0.98,1694,0.50
2021-12-20T00:00:00.000,2716451,0.51,1277654,0.64,132078,0.42,102695,0.37,20318,0.70,856849,0.97,5979,0.38
2021-12-21T00:00:00.000,2697325,0.51,1299476,0.65,124376,0.39,97141,0.35,21656,0.74,866595,0.98,5772,0.37
2021-12-22T00:00:00.000,2634565,0.49,1252621,0.63,117678,0.37,92941,0.33,21673,0.74,878197,0.99,5594,0.36
2021-12-23T00:00:00.000,2486489,0.47,1166953,0.58,118388,0.37,97238,0.35,19335,0.66,899513,1.02,5000,0.32
2021-12-24T00:00:00.000,1575449,0.62,746809,0.76,97408,0.91,81055,0.75,12009,0.67,738612,0.93,2289,0.67
2021-12-25T00:00:00.000,810937,0.24,329549,0.26,39466,0.31,31575,0.20,9021,0.52,582582,0.66,1008,0.20
2021-12-26T00:00:00.000,1284738,0.51,518897,0.53,56467,0.53,51478,0.48,8744,0.49,673477,0.85,1746,0.51
2021-12-27T00:00:00.000,2007649,0.38,890096,0.44,108463,0.34,89427,0.32,14952,0.51,744547,0.84,4026,0.26
2021-12-28T00:00:00.000,2168419,0.41,953933,0.48,109904,0.35,89719,0.32,16736,0.57,764364,0.86,4372,0.28
2021-12-29T00:00:00.000,2167077,0.41,921562,0.46,105898,0.34,92605,0.33,16859,0.58,768653,0.87,3996,0.26
2021-12-30T00:00:00.000,2198415,0.41,928012,0.46,110101,0.35,90827,0.33,16177,0.55,804654,0.91,3944,0.25
2021-12-31T00:00:00.000,1627589,0.64,699749,0.71,96699,0.91,85232,0.79,11498,0.64,628305,0.79,2270,0.67
2022-01-01T00:00:00.000,1027918,0.38,350845,0.29,33980,0.35,30341,0.23,4904,0.34,498515,0.65,1262,0.31
2022-01-02T00:00:00.000,1219735,0.58,475096,0.52,49155,0.59,42587,0.47,8383,0.62,624655,0.92,1571,0.57
2022-01-03T00:00:00.000,2168229,0.42,1000002,0.49,102961,0.34,83990,0.31,16437,0.58,692740,0.80,4515,0.28
2022-01-04T00:00:00.000,2289352,0.45,1082360,0.53,104247,0.34,81978,0.30,17909,0.63,733369,0.84,4795,0.29
2022-01-05T00:00:00.000,2267942,0.44,1078511,0.53,98251,0.33,77579,0.29,18861,0.67,709060,0.82,4659,0.28
2022-01-06T00:00:00.000,2391176,0.46,1146904,0.56,103562,0.34,82567,0.31,18672,0.66,780026,0.90,4909,0.30
2022-01-07T00:00:00.000,2121941,0.41,880997,0.43,90207,0.30,73067,0.27,14203,0.50,559774,0.64,3628,0.22
2022-01-08T00:00:00.000,1486065,0.55,631341,0.53,51707,0.53,46428,0.36,9126,0.63,641533,0.84,1672,0.41
2022-01-09T00:00:00.000,1102472,0.53,475438,0.52,43383,0.52,35309,0.39,7916,0.59,567494,0.83,1210,0.44
2022-01-10T00:00:00.000,2347323,0.46,1147341,0.56,116463,0.39,90220,0.34,18268,0.65,762712,0.88,4954,0.30
2022-01-11T00:00:00.000,2266378,0.44,1040581,0.51,104378,0.35,81438,0.30,17388,0.61,753381,0.87,4655,0.28
2022-01-12T00:00:00.000,2459224,0.48,1179931,0.58,111022,0.37,86050,0.32,19679,0.70,784901,0.90,5024,0.31
2022-01-13T00:00:00.000,2524197,0.49,1218552,0.60,112519,0.37,87672,0.33,19918,0.70,821641,0.95,5132,0.31
2022-01-14T00:00:00.000,2522972,0.49,1186647,0.58,109199,0.36,88634,0.33,18878,0.67,866901,1.00,4774,0.29
2022-01-15T00:00:00.000,1434676,0.53,573037,0.48,53410,0.55,45309,0.35,9510,0.66,703293,0.92,1449,0.35
2022-01-16T00:00:00.000,1165626,0.56,456257,0.50,43578,0.53,38025,0.42,8545,0.63,621361,0.91,1140,0.42
2022-01-17T00:00:00.000,1600048,0.77,694066,0.76,98738,1.19,44075,0.49,8760,0.65,649397,0.95,2190,0.80
2022-01-18T00:00:00.000,2541044,0.49,1222195,0.60,125615,0.42,100364,0.37,19389,0.69,815605,0.94,5381,0.33
2022-01-19T00:00:00.000,2642129,0.51,1286788,0.63,121249,0.40,96281,0.36,21111,0.75,829778,0.95,5598,0.34
2022-01-20T00:00:00.000,2545486,0.49,1181953,0.58,112595,0.37,88196,0.33,18616,0.66,766608,0.88,5031,0.31
2022-01-21T00:00:00.000,2565781,0.50,1151816,0.56,113474,0.38,91079,0.34,19079,0.67,864079,0.99,4748,0.29
2022-01-22T00:00:00.000,1583650,0.58,655490,0.55,59412,0.61,53737,0.41,10455,0.72,735629,0.96,1642,0.40
2022-01-23T00:00:00.000,1245716,0.60,529115,0.58,48672,0.59,43647,0.48,9446,0.70,685007,1.00,1245,0.45
2022-01-24T00:00:00.000,2536827,0.49,1244112,0.61,127750,0.42,100520,0.37,19472,0.69,791390,0.91,5188,0.32
2022-01-25T00:00:00.000,2701246,0.53,1308979,0.64,124499,0.41,98859,0.37,21233,0.75,817021,0.94,5625,0.34
2022-01-26T00:00:00.000,2711803,0.53,1266798,0.62,118625,0.39,96253,0.36,21033,0.74,833936,0.96,5197,0.32
2022-01-27T00:00:00.000,2724979,0.53,1275573,0.62,119039,0.39,95748,0.36,20934,0.74,869615,1.00,5271,0.32
2022-01-28T00:00:00.000,2703403,0.53,1208092,0.59,120912,0.40,96409,0.36,20115,0.71,866261,1.00,4994,0.30
2022-01-29T00:00:00.000,999347,0.37,271959,0.23,8142,0.08,22016,0.17,5353,0.37,174348,0.23,852,0.21
2022-01-30T00:00:00.000,1262477,0.60,460299,0.50,47852,0.58,45002,0.50,5974,0.44,506466,0.74,1233,0.45
2022-01-31T00:00:00.000,2575762,0.50,1139164,0.56,132248,0.44,109718,0.41,18400,0.65,777628,0.89,4968,0.30
2022-02-01T00:00:00.000,2635083,0.49,1127084,0.52,135255,0.45,111424,0.41,20357,0.69,804390,0.91,4993,0.31
2022-02-02T00:00:00.000,2940152,0.54,1314898,0.61,140059,0.46,110996,0.41,22427,0.76,846701,0.96,5830,0.36
2022-02-03T00:00:00.000,2914198,0.54,1304726,0.61,126901,0.42,104093,0.39,22325,0.76,853193,0.97,5750,0.36
2022-02-04T00:00:00.000,2725725,0.50,1176367,0.55,117899,0.39,94290,0.35,18557,0.63,781068,0.88,5072,0.31
2022-02-05T00:00:00.000,1792780,0.63,726750,0.57,61201,0.65,61496,0.47,11377,0.70,775134,0.93,1835,0.43
2022-02-06T00:00:00.000,1323892,0.60,558211,0.57,51472,0.66,48395,0.53,10621,0.63,744779,0.99,1388,0.49
2022-02-07T00:00:00.000,2784230,0.51,1297024,0.60,136455,0.45,111297,0.41,21120,0.72,809094,0.92,5711,0.35
2022-02-08T00:00:00.000,3016648,0.56,1387432,0.64,141653,0.47,119190,0.44,22667,0.77,851665,0.96,6254,0.39
2022-02-09T00:00:00.000,3088775,0.57,1421706,0.66,143673,0.47,115341,0.43,23863,0.81,868057,0.98,6297,0.39
2022-02-10T00:00:00.000,3112489,0.57,1423775,0.66,143062,0.47,115707,0.43,23341,0.79,905812,1.03,6362,0.39
2022-02-11T00:00:00.000,3015472,0.56,1348189,0.63,131038,0.43,110674,0.41,22608,0.77,939270,1.06,5570,0.34
2022-02-12T00:00:00.000,2026308,0.71,820629,0.65,71709,0.77,71813,0.55,13376,0.82,867255,1.04,2295,0.54
2022-02-13T00:00:00.000,1349864,0.62,510307,0.52,50534,0.65,46395,0.51,10013,0.59,655107,0.87,1322,0.47
2022-02-14T00:00:00.000,2907825,0.54,1272100,0.59,142507,0.47,113260,0.42,20812,0.71,862473,0.98,5803,0.36
2022-02-15T00:00:00.000,3030742,0.56,1340123,0.62,146607,0.48,119034,0.44,21922,0.74,873240,0.99,6447,0.40
2022-02-16T00:00:00.000,3100639,0.57,1406714,0.65,140431,0.46,115325,0.43,23513,0.80,875377,0.99,6337,0.39
2022-02-17T00:00:00.000,3109956,0.57,1408571,0.65,141226,0.47,115718,0.43,23713,0.81,911310,1.03,6527,0.40
2022-02-18T00:00:00.000,2953785,0.54,1285978,0.60,129403,0.43,112030,0.42,21470,0.73,947650,1.07,5677,0.35
2022-02-19T00:00:00.000,1792136,0.62,723602,0.57,64696,0.69,66545,0.51,12171,0.75,813140,0.98,2108,0.49
2022-02-20T00:00:00.000,1477125,0.67,571789,0.59,55015,0.70,54863,0.60,11017,0.65,768971,1.02,1517,0.54
2022-02-21T00:00:00.000,1942267,0.89,873961,0.89,109882,1.41,63892,0.70,12500,0.74,816227,1.08,2781,0.99
2022-02-22T00:00:00.000,2669508,0.49,1143526,0.53,135406,0.45,112764,0.42,19233,0.65,846877,0.96,5767,0.36
2022-02-23T00:00:00.000,2894245,0.53,1247209,0.58,140229,0.46,119188,0.44,23807,0.81,892767,1.01,6116,0.38
2022-02-24T00:00:00.000,2858146,0.53,1196924,0.56,132496,0.44,110395,0.41,21868,0.74,911720,1.03,5879,0.36
2022-02-25T00:00:00.000,2575630,0.47,1027563,0.48,114658,0.38,90953,0.34,18740,0.64,794852,0.90,4544,0.28
2022-02-26T00:00:00.000,1824833,0.64,775358,0.61,71783,0.77,61573,0.47,12226,0.75,847294,1.02,2012,0.47
2022-02-27T00:00:00.000,1403227,0.64,604646,0.62,62913,0.81,51604,0.57,11337,0.67,802377,1.06,1523,0.54
2022-02-28T00:00:00.000,2915786,0.54,1362855,0.63,134902,0.45,118572,0.44,21929,0.75,859177,0.97,6170,0.38
2022-03-01T00:00:00.000,3138181,0.56,1435834,0.64,165769,0.53,150787,0.55,22944,0.77,873348,0.95,6655,0.42
2022-03-02T00:00:00.000,3208166,0.58,1463263,0.65,159238,0.51,140945,0.51,24289,0.82,896503,0.97,6680,0.42
2022-03-03T00:00:00.000,3207495,0.58,1434851,0.64,152883,0.49,132506,0.48,23800,0.80,923154,1.00,6674,0.42
2022-03-04T00:00:00.000,3077537,0.55,1363159,0.61,145518,0.46,125143,0.45,22821,0.77,957694,1.04,5807,0.36
2022-03-05T00:00:00.000,1955535,0.64,812774,0.61,69010,0.64,70427,0.52,13269,0.78,865292,0.99,2116,0.42
2022-03-06T00:00:00.000,1444501,0.63,600501,0.60,53034,0.61,52874,0.56,12557,0.71,787598,0.98,1550,0.49
2022-03-07T00:00:00.000,2980920,0.54,1395540,0.62,153907,0.49,129784,0.47,22465,0.76,861409,0.93,6161,0.39
2022-03-08T00:00:00.000,3244473,0.58,1456451,0.65,158652,0.51,138811,0.50,24076,0.81,894132,0.97,6923,0.43
2022-03-09T00:00:00.000,3113559,0.56,1338822,0.60,153393,0.49,129056,0.47,23477,0.79,832720,0.90,6200,0.39
2022-03-10T00:00:00.000,3339363,0.60,1476288,0.66,163931,0.52,140107,0.51,24515,0.82,945191,1.03,6914,0.43
2022-03-11T00:00:00.000,3195956,0.57,1419371,0.63,158985,0.51,135371,0.49,23736,0.80,986555,1.07,6150,0.39
2022-03-12T00:00:00.000,1663893,0.54,637601,0.48,51679,0.48,59927,0.44,10655,0.63,669502,0.77,1748,0.35
2022-03-13T00:00:00.000,1479406,0.65,590753,0.59,59964,0.69,57548,0.61,11491,0.65,792377,0.98,1524,0.48
2022-03-14T00:00:00.000,3008800,0.54,1406578,0.63,159962,0.51,134093,0.49,22480,0.76,879699,0.95,6416,0.40
2022-03-15T00:00:00.000,3275906,0.59,1454522,0.65,171406,0.55,146786,0.53,24272,0.82,906028,0.98,7287,0.46
2022-03-16T00:00:00.000,3332335,0.60,1476356,0.66,168768,0.54,145085,0.53,25305,0.85,914284,0.99,7009,0.44
2022-03-17T00:00:00.000,3175784,0.57,1350810,0.60,166884,0.53,135727,0.49,22946,0.77,888875,0.96,6768,0.42
2022-03-18T00:00:00.000,3275433,0.59,1402806,0.63,163169,0.52,137528,0.50,24019,0.81,978491,1.06,6288,0.39
2022-03-19T00:00:00.000,2001839,0.65,820933,0.62,74087,0.69,73974,0.54,12877,0.76,872810,1.00,2050,0.40
2022-03-20T00:00:00.000,1656673,0.72,628693,0.63,67551,0.78,63818,0.68,12736,0.72,879711,1.09,1722,0.55
2022-03-21T00:00:00.000,3034759,0.55,1418900,0.63,165487,0.53,134182,0.49,22229,0.75,880846,0.96,6367,0.40
2022-03-22T00:00:00.000,3276940,0.59,1471299,0.66,168328,0.54,144765,0.53,23948,0.81,891089,0.97,7082,0.44
2022-03-23T00:00:00.000,3275708,0.59,1438665,0.64,161202,0.51,138873,0.50,24574,0.83,891509,0.97,6540,0.41
2022-03-24T00:00:00.000,3212181,0.58,1373850,0.61,162392,0.52,134129,0.49,22998,0.77,900384,0.98,6513,0.41
2022-03-25T00:00:00.000,3218970,0.58,1397899,0.62,158528,0.51,133368,0.48,23274,0.78,967743,1.05,6075,0.38
2022-03-26T00:00:00.000,2024596,0.66,783499,0.59,71809,0.67,73933,0.54,13208,0.78,875353,1.01,2154,0.43
2022-03-27T00:00:00.000,1534056,0.67,628313,0.63,64950,0.75,58044,0.62,11809,0.67,830360,1.03,1602,0.51
2022-03-28T00:00:00.000,2989874,0.54,1336330,0.60,153222,0.49,130886,0.47,22114,0.74,868259,0.94,6096,0.38
2022-03-29T00:00:00.000,3291883,0.59,1430099,0.64,163218,0.52,143870,0.52,23981,0.81,886086,0.96,6900,0.43
2022-03-30T00:00:00.000,3336073,0.60,1465351,0.65,164882,0.53,143216,0.52,24620,0.83,913063,0.99,6920,0.43
2022-03-31T00:00:00.000,3323135,0.60,1450363,0.65,164074,0.52,139602,0.51,24308,0.82,941530,1.02,6890,0.43
2022-04-01T00:00:00.000,3237107,0.58,1411421,0.65,145251,0.47,120557,0.42,24017,0.83,972802,1.03,5972,0.37
2022-04-02T00:00:00.000,2128435,0.67,879513,0.66,77205,0.68,80471,0.54,14382,0.86,893814,0.98,2484,0.49
2022-04-03T00:00:00.000,1463932,0.60,607152,0.61,58819,0.64,53761,0.52,12947,0.69,790600,0.91,1419,0.43
2022-04-04T00:00:00.000,3127667,0.56,1447820,0.66,159541,0.51,135920,0.47,23746,0.82,899510,0.96,6676,0.41
2022-04-05T00:00:00.000,3356454,0.60,1484961,0.68,170140,0.55,150671,0.53,24873,0.86,904813,0.96,7089,0.44
2022-04-06T00:00:00.000,3311547,0.59,1403198,0.64,163830,0.53,142810,0.50,25103,0.87,890470,0.95,6569,0.40
2022-04-07T00:00:00.000,3307076,0.59,1379678,0.63,161276,0.52,140249,0.49,24107,0.83,901454,0.96,6636,0.41
2022-04-08T00:00:00.000,3347754,0.60,1443367,0.66,160905,0.52,140791,0.49,24488,0.85,998348,1.06,6342,0.39
2022-04-09T00:00:00.000,2190396,0.69,868945,0.65,81562,0.71,86611,0.58,13969,0.84,897690,0.98,66,0.01
2022-04-10T00:00:00.000,1707748,0.70,667662,0.67,63204,0.69,66112,0.64,13935,0.75,850153,0.98,13,0.00
2022-04-11T00:00:00.000,3205728,0.57,1433226,0.66,161131,0.52,140224,0.49,23569,0.81,901316,0.96,6354,0.39
2022-04-12T00:00:00.000,3078069,0.55,1496004,0.68,172294,0.56,149369,0.52,25286,0.87,936334,1.00,7099,0.44
2022-04-13T00:00:00.000,3220964,0.58,1495891,0.68,163448,0.53,147043,0.51,25847,0.89,949712,1.01,6593,0.41
2022-04-14T00:00:00.000,3297697,0.59,1438990,0.66,162946,0.52,144335,0.50,25073,0.87,982717,1.04,6381,0.39
2022-04-15T00:00:00.000,2761532,0.50,1137728,0.52,166068,0.53,140217,0.49,20908,0.72,973156,1.03,4728,0.29
2022-04-16T00:00:00.000,1986306,0.63,830874,0.62,89011,0.78,83725,0.56,13413,0.80,885536,0.97,2133,0.42
2022-04-17T00:00:00.000,1512633,0.62,596619,0.60,71258,0.78,71704,0.70,14704,0.79,845418,0.98,1640,0.50
2022-04-18T00:00:00.000,2676254,0.48,1145261,0.52,154315,0.50,139151,0.49,20245,0.70,901207,0.96,5209,0.32
2022-04-19T00:00:00.000,2962130,0.53,1189960,0.54,168354,0.54,151518,0.53,22359,0.77,895086,0.95,5841,0.36
2022-04-20T00:00:00.000,3098046,0.56,1265823,0.58,171730,0.55,155674,0.54,24212,0.84,942383,1.00,6097,0.38
2022-04-21T00:00:00.000,3033422,0.54,1231047,0.56,165823,0.53,147535,0.51,23239,0.80,920202,0.98,5738,0.35
2022-04-22T00:00:00.000,2985684,0.54,1217380,0.56,157943,0.51,145606,0.51,22298,0.77,935779,0.99,5340,0.33
2022-04-23T00:00:00.000,2109188,0.67,844146,0.63,79436,0.70,89804,0.60,13459,0.81,907580,0.99,59,0.01
2022-04-24T00:00:00.000,1655860,0.68,648591,0.65,64842,0.71,67580,0.66,12927,0.69,875218,1.01,3,0.00
2022-04-25T00:00:00.000,3026541,0.54,1415638,0.65,159569,0.51,138979,0.48,22370,0.77,883942,0.94,6322,0.39
2022-04-26T00:00:00.000,3281657,0.59,1453452,0.66,172171,0.55,153893,0.54,23800,0.82,897493,0.95,7024,0.43
2022-04-27T00:00:00.000,3432282,0.62,1500437,0.69,172613,0.56,153109,0.53,25229,0.87,934481,0.99,6903,0.43
2022-04-28T00:00:00.000,3404938,0.61,1468093,0.67,167300,0.54,146321,0.51,24321,0.84,968651,1.03,6765,0.42
2022-04-29T00:00:00.000,3257634,0.58,1429909,0.65,164944,0.53,136881,0.48,23421,0.81,994415,1.06,5900,0.36
2022-04-30T00:00:00.000,2108746,0.67,884540,0.66,82887,0.73,82838,0.56,14223,0.85,938739,1.03,2123,0.41
2022-05-01T00:00:00.000,1683953,0.70,676070,0.70,64630,0.66,62502,0.60,12976,0.76,870826,1.02,2694,0.77
2022-05-02T00:00:00.000,2732825,0.48,1176867,0.52,146394,0.46,126784,0.44,21695,0.74,883276,0.92,5425,0.31
2022-05-03T00:00:00.000,3402882,0.60,1500109,0.66,177868,0.56,155261,0.54,24680,0.84,929868,0.97,7400,0.43
2022-05-04T00:00:00.000,3364902,0.59,1465639,0.64,168539,0.53,147078,0.51,25462,0.87,921590,0.96,6747,0.39
2022-05-05T00:00:00.000,3502522,0.61,1523580,0.67,174640,0.55,150087,0.52,25903,0.88,982930,1.02,7061,0.41
2022-05-06T00:00:00.000,3190556,0.56,1353750,0.60,154325,0.48,129417,0.45,23411,0.80,953902,0.99,5729,0.33
2022-05-07T00:00:00.000,1842808,0.57,706551,0.51,72948,0.62,68612,0.46,13033,0.75,841086,0.88,1523,0.31
2022-05-08T00:00:00.000,1582133,0.66,630228,0.65,73703,0.76,73027,0.70,15375,0.90,891361,1.05,1449,0.41
2022-05-09T00:00:00.000,3114506,0.54,1428758,0.63,163741,0.51,140940,0.49,22008,0.75,917036,0.95,6564,0.38
2022-05-10T00:00:00.000,3412902,0.60,1504314,0.66,175823,0.55,158627,0.55,24148,0.82,933451,0.97,7176,0.41
2022-05-11T00:00:00.000,3440378,0.60,1514922,0.67,178061,0.56,156792,0.55,25548,0.87,948266,0.99,7159,0.41
2022-05-12T00:00:00.000,3430104,0.60,1495220,0.66,169543,0.53,149204,0.52,25158,0.86,981139,1.02,6866,0.39
2022-05-13T00:00:00.000,3252002,0.57,1410923,0.62,164843,0.52,140065,0.49,23539,0.80,998394,1.04,6050,0.35
2022-05-14T00:00:00.000,2149046,0.67,840921,0.60,89636,0.76,86652,0.58,13580,0.78,918398,0.96,69,0.01
2022-05-15T00:00:00.000,1760359,0.74,692876,0.72,76052,0.78,69705,0.67,13379,0.79,908702,1.07,5,0.00
2022-05-16T00:00:00.000,3080043,0.54,1396300,0.61,163431,0.51,140702,0.49,22187,0.75,898690,0.93,5996,0.34
2022-05-17T00:00:00.000,3536021,0.62,1519740,0.67,182683,0.57,162082,0.57,24353,0.83,951399,0.99,7259,0.42
2022-05-18T00:00:00.000,3605606,0.63,1511142,0.66,182181,0.57,161135,0.56,25365,0.86,982156,1.02,6816,0.39
2022-05-19T00:00:00.000,3467327,0.61,1426027,0.63,172517,0.54,149985,0.52,24271,0.83,983011,1.02,6790,0.39
2022-05-20T00:00:00.000,3271914,0.57,1396732,0.61,175666,0.55,146403,0.51,23767,0.81,1011794,1.05,6040,0.35
2022-05-21T00:00:00.000,2324245,0.72,883795,0.63,94322,0.80,92552,0.61,14985,0.87,983575,1.03,2530,0.52
2022-05-22T00:00:00.000,1760638,0.74,683500,0.71,78635,0.81,72063,0.69,13279,0.78,920057,1.08,1863,0.53
2022-05-23T00:00:00.000,3111755,0.54,1431781,0.63,170546,0.53,151349,0.53,22696,0.77,943933,0.98,6356,0.37
2022-05-24T00:00:00.000,3378506,0.59,1488152,0.65,182570,0.57,163943,0.57,24560,0.84,942307,0.98,7023,0.40
2022-05-25T00:00:00.000,3426530,0.60,1493506,0.66,178124,0.56,158814,0.55,25418,0.86,959442,1.00,6862,0.39
2022-05-26T00:00:00.000,3341059,0.58,1464696,0.64,176469,0.55,148011,0.52,24866,0.85,1001574,1.04,6549,0.38
2022-05-27T00:00:00.000,3031130,0.53,1353398,0.60,167840,0.53,135294,0.47,22894,0.78,975898,1.01,5737,0.33
2022-05-28T00:00:00.000,1872775,0.58,788135,0.56,91250,0.77,77192,0.51,12805,0.74,833464,0.87,2191,0.45
2022-05-29T00:00:00.000,1755236,0.73,701173,0.73,84784,0.87,76982,0.74,14490,0.85,891666,1.05,2276,0.65
2022-05-30T00:00:00.000,1694970,0.71,755616,0.78,80533,0.83,68206,0.66,10771,0.63,839398,0.98,2251,0.64
2022-05-31T00:00:00.000,3176109,0.56,1426470,0.63,184088,0.58,163018,0.57,23778,0.81,968335,1.01,6634,0.38
2022-06-01T00:00:00.000,3381297,0.60,1465383,0.68,178742,0.54,159050,0.54,25586,0.87,943747,0.96,7084,0.44
2022-06-02T00:00:00.000,3351902,0.60,1433303,0.67,170537,0.51,151492,0.51,24764,0.85,959324,0.98,6783,0.42
2022-06-03T00:00:00.000,3283271,0.59,1431042,0.67,174500,0.52,153744,0.52,24838,0.85,1002106,1.02,6178,0.38
2022-06-04T00:00:00.000,2178024,0.68,904623,0.65,93431,0.76,92199,0.58,14409,0.83,957009,0.97,1844,0.36
2022-06-05T00:00:00.000,1724983,0.66,691644,0.64,75675,0.77,74005,0.68,13955,0.77,865693,0.94,1361,0.35
2022-06-06T00:00:00.000,3092181,0.55,1411725,0.66,167062,0.50,148152,0.50,22794,0.78,892799,0.91,6552,0.40
2022-06-07T00:00:00.000,3392224,0.60,1440940,0.67,185736,0.56,163756,0.55,25256,0.86,940766,0.96,7169,0.44
2022-06-08T00:00:00.000,3492805,0.62,1496144,0.70,181126,0.54,162417,0.55,26058,0.89,958676,0.97,7114,0.44
2022-06-09T00:00:00.000,3297157,0.59,1333103,0.62,179521,0.54,157460,0.53,25135,0.86,975009,0.99,6430,0.40
2022-06-10T00:00:00.000,3376125,0.60,1435660,0.67,187819,0.56,159223,0.54,25437,0.87,1028117,1.05,6304,0.39
2022-06-11T00:00:00.000,2231451,0.69,870550,0.62,117891,0.96,95108,0.60,14776,0.85,961805,0.98,1835,0.36
2022-06-12T00:00:00.000,1674607,0.64,626471,0.58,80792,0.82,74580,0.68,13440,0.74,883990,0.96,1209,0.31
2022-06-13T00:00:00.000,3168681,0.56,1440429,0.67,174264,0.52,150375,0.51,23697,0.81,943626,0.96,6608,0.41
2022-06-14T00:00:00.000,3494822,0.62,1493761,0.69,191198,0.57,174340,0.59,25372,0.87,954427,0.97,7276,0.45
2022-06-15T00:00:00.000,3526802,0.63,1478668,0.69,192593,0.58,169462,0.57,26904,0.92,965644,0.98,7153,0.44
2022-06-16T00:00:00.000,3409624,0.61,1397317,0.65,190212,0.57,162513,0.55,25856,0.88,993952,1.01,6720,0.41
2022-06-17T00:00:00.000,3247379,0.58,1397243,0.65,187179,0.56,148590,0.50,24338,0.83,1036376,1.05,6036,0.37
2022-06-18T00:00:00.000,2186635,0.68,884050,0.63,106091,0.86,94130,0.59,15136,0.87,987511,1.00,2613,0.52
2022-06-19T00:00:00.000,1725762,0.66,693231,0.64,90581,0.92,80654,0.74,15622,0.86,946443,1.02,1903,0.49
2022-06-20T00:00:00.000,2460659,0.94,1077190,0.99,167670,1.70,138080,1.27,15440,0.85,942148,1.02,4009,1.03
2022-06-21T00:00:00.000,3339793,0.60,1408052,0.66,190339,0.57,172400,0.58,25299,0.86,951906,0.97,7183,0.44
2022-06-22T00:00:00.000,3357113,0.60,1361456,0.63,178850,0.54,164196,0.56,25774,0.88,937068,0.95,6910,0.43
2022-06-23T00:00:00.000,3407485,0.61,1382605,0.64,188546,0.57,169144,0.57,25286,0.86,1004103,1.02,6716,0.41
2022-06-24T00:00:00.000,3296412,0.59,1331442,0.62,187818,0.56,161647,0.55,24414,0.83,1035312,1.05,6066,0.37
2022-06-25T00:00:00.000,2286963,0.71,888953,0.63,106000,0.86,102466,0.65,15274,0.88,994834,1.01,50,0.01
2022-06-26T00:00:00.000,2011977,0.77,696910,0.64,102452,1.04,99103,0.91,14574,0.81,962670,1.04,618,0.16
2022-06-27T00:00:00.000,2932598,0.52,1279403,0.60,171627,0.52,149284,0.50,22331,0.76,928436,0.94,6260,0.39
2022-06-28T00:00:00.000,3248338,0.58,1328144,0.62,199956,0.60,174878,0.59,24179,0.83,960666,0.98,6903,0.43
2022-06-29T00:00:00.000,3249261,0.58,1325530,0.62,191855,0.58,169146,0.57,25392,0.87,977984,0.99,6792,0.42
2022-06-30T00:00:00.000,3151572,0.56,1300241,0.60,191868,0.58,158265,0.54,24651,0.84,1011864,1.03,6407,0.40
2022-07-01T00:00:00.000,2827549,0.54,1221837,0.59,151245,0.48,117791,0.42,23983,0.85,998259,1.04,5291,0.38
2022-07-02T00:00:00.000,1847093,0.65,827668,0.61,84481,0.66,75179,0.49,12878,0.81,823425,0.89,2042,0.40
2022-07-03T00:00:00.000,1654774,0.71,703282,0.64,86602,0.83,73949,0.70,14822,0.90,845877,0.96,1909,0.53
2022-07-04T00:00:00.000,1608084,0.69,689986,0.63,85709,0.82,72464,0.68,10976,0.66,772949,0.87,2148,0.60
2022-07-05T00:00:00.000,2802814,0.53,1246208,0.60,169990,0.54,150170,0.53,22800,0.80,925869,0.96,5935,0.43
2022-07-06T00:00:00.000,3066462,0.58,1330990,0.64,173648,0.55,153543,0.54,25372,0.89,917894,0.95,6448,0.47
2022-07-07T00:00:00.000,3115604,0.59,1333373,0.64,173393,0.55,151105,0.53,25119,0.89,946553,0.98,6463,0.47
2022-07-08T00:00:00.000,2902322,0.55,1249434,0.60,163715,0.52,134620,0.48,24108,0.85,949529,0.99,5625,0.41
2022-07-09T00:00:00.000,2061419,0.73,885289,0.66,92765,0.73,89757,0.58,14546,0.92,917802,0.99,2563,0.50
2022-07-10T00:00:00.000,1681041,0.72,707984,0.65,82276,0.79,71195,0.67,14147,0.86,921110,1.04,2016,0.56
2022-07-11T00:00:00.000,2876587,0.54,1312895,0.63,167475,0.53,148113,0.52,23255,0.82,913992,0.95,6163,0.45
2022-07-12T00:00:00.000,3148320,0.60,1350346,0.65,180172,0.57,164494,0.58,24697,0.87,913137,0.95,6780,0.49
2022-07-13T00:00:00.000,3229387,0.61,1365172,0.66,178413,0.56,166187,0.59,25800,0.91,944299,0.98,6536,0.47
